gift_id,constituent_id,gift_number,amount,gift_date,gift_type,gift_subtype,gift_balance,designation
63,46,1,70000.0,2025-05-14,Donation,GiveCampus,0.0,Arts & Humanities
64,46,2,25000.0,2015-07-30,Donation,GiveCampus,0.0,Research Initiative
65,46,3,60000.0,2012-12-31,Pledge,Multi-year Pledge,0.0,Dean's Discretionary Fund
66,46,4,70000.0,2012-07-08,Donation,Check,0.0,Library Fund
67,46,5,30000.0,2012-01-23,Pledge,Multi-year Pledge,0.0,Scholarship Endowment
68,47,1,150000.0,2024-06-12,Donation,,0.0,Global Initiatives
69,47,2,15000.0,2024-03-29,Pledge,Campaign Pledge,10000.0,Library Fund
70,47,3,90000.0,2024-03-13,Donation,,0.0,Unrestricted Endowment
71,47,4,170000.0,2020-10-20,Donation,,0.0,Student Life
72,47,5,110000.0,2012-02-24,Donation,GiveCampus,0.0,Athletics Fund
73,49,1,100000.0,2025-03-19,Donation,GiveCampus,0.0,Athletics Fund
74,49,2,20000.0,2023-09-02,Pledge,Multi-year Pledge,8000.0,Scholarship Endowment
75,49,3,190000.0,2020-08-17,Donation,,0.0,Faculty Excellence Fund
76,49,4,60000.0,2013-03-04,Donation,GiveCampus,0.0,Dean's Discretionary Fund
77,49,5,180000.0,2011-08-24,Pledge,Multi-year Pledge,0.0,Annual Fund
78,50,1,45000.0,2018-09-06,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
79,54,1,200000.0,2023-03-09,Donation,Wire Transfer,0.0,Global Initiatives
80,55,1,90000.0,2018-01-31,Pledge,Campaign Pledge,0.0,Student Life
81,57,1,230000.0,2025-07-22,Donation,GiveCampus,0.0,Scholarship Endowment
82,57,2,120000.0,2023-12-03,Donation,Check,0.0,Arts & Humanities
83,57,3,220000.0,2016-12-01,Donation,,0.0,Capital Campaign
84,57,4,90000.0,2015-09-07,Donation,Wire Transfer,0.0,Capital Campaign
85,59,1,320000.0,2020-05-29,Donation,,0.0,Global Initiatives
86,59,2,230000.0,2017-12-07,Donation,,0.0,Faculty Excellence Fund
87,59,3,70000.0,2015-08-04,Donation,Check,0.0,Research Initiative
88,59,4,45000.0,2013-10-22,Donation,,0.0,Scholarship Endowment
89,60,1,180000.0,2014-05-29,Donation,,0.0,Arts & Humanities
90,60,2,170000.0,2013-03-04,Pledge,,0.0,Faculty Excellence Fund
91,62,1,120000.0,2024-02-01,Donation,Check,0.0,Student Life
92,64,1,60000.0,2023-06-17,Donation,GiveCampus,0.0,Student Life
93,64,2,10000.0,2014-11-15,Pledge,,0.0,Faculty Excellence Fund
94,66,1,310000.0,2021-04-02,Donation,,0.0,Arts & Humanities
95,66,2,35000.0,2020-06-02,Pledge,Campaign Pledge,0.0,Dean's Discretionary Fund
96,71,1,150000.0,2017-03-10,Donation,,0.0,Faculty Excellence Fund
97,71,2,60000.0,2015-07-23,Donation,,0.0,Research Initiative
98,71,3,90000.0,2014-11-17,Donation,Wire Transfer,0.0,Scholarship Endowment
99,71,4,160000.0,2012-07-07,Pledge,Campaign Pledge,0.0,Annual Fund
100,72,1,160000.0,2020-01-04,Donation,,0.0,Athletics Fund
101,73,1,250000.0,2019-05-25,Pledge,Campaign Pledge,0.0,Global Initiatives
102,73,2,150000.0,2017-08-25,Donation,Check,0.0,Library Fund
103,73,3,220000.0,2015-10-08,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
104,73,4,260000.0,2015-05-15,Donation,,0.0,Athletics Fund
105,73,5,110000.0,2014-11-02,Donation,,0.0,Faculty Excellence Fund
106,73,6,160000.0,2013-09-28,Donation,,0.0,Faculty Excellence Fund
107,73,7,220000.0,2013-01-31,Pledge,Multi-year Pledge,0.0,Athletics Fund
108,74,1,15000.0,2022-01-31,Pledge,Campaign Pledge,0.0,Athletics Fund
109,74,2,50000.0,2012-07-22,Donation,Check,0.0,Student Life
110,74,3,20000.0,2011-07-11,Donation,GiveCampus,0.0,Global Initiatives
111,75,1,60000.0,2020-10-07,Donation,,0.0,Capital Campaign
112,75,2,60000.0,2019-10-09,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
113,75,3,60000.0,2011-12-26,Donation,Wire Transfer,0.0,Library Fund
114,76,1,170000.0,2024-09-09,Donation,Wire Transfer,0.0,Research Initiative
115,76,2,100000.0,2020-08-23,Donation,,0.0,Library Fund
116,76,3,400000.0,2020-08-05,Donation,Wire Transfer,0.0,Athletics Fund
117,76,4,180000.0,2012-09-18,Donation,,0.0,Annual Fund
118,80,1,130000.0,2025-05-21,Pledge,Multi-year Pledge,103000.0,Capital Campaign
119,80,2,370000.0,2025-01-31,Pledge,,255000.0,Annual Fund
120,80,3,240000.0,2023-08-18,Pledge,Multi-year Pledge,172000.0,Global Initiatives
121,80,4,130000.0,2023-07-21,Pledge,,75000.0,Global Initiatives
122,80,5,310000.0,2023-03-05,Donation,Wire Transfer,0.0,Arts & Humanities
123,80,6,80000.0,2022-03-31,Pledge,Campaign Pledge,0.0,Global Initiatives
124,80,7,110000.0,2019-04-14,Donation,GiveCampus,0.0,Faculty Excellence Fund
125,80,8,30000.0,2018-03-15,Donation,,0.0,Scholarship Endowment
126,81,1,90000.0,2024-02-29,Donation,,0.0,Library Fund
127,81,2,180000.0,2023-07-07,Donation,,0.0,Athletics Fund
128,81,3,60000.0,2020-04-04,Donation,,0.0,Research Initiative
129,81,4,120000.0,2015-05-27,Donation,GiveCampus,0.0,Library Fund
130,84,1,40000.0,2025-10-16,Pledge,Campaign Pledge,34000.0,Arts & Humanities
131,84,2,40000.0,2022-12-08,Donation,Wire Transfer,0.0,Research Initiative
132,84,3,45000.0,2021-09-15,Pledge,Multi-year Pledge,0.0,Capital Campaign
133,84,4,45000.0,2020-03-19,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
134,84,5,60000.0,2017-10-12,Donation,,0.0,Faculty Excellence Fund
135,84,6,35000.0,2017-09-07,Donation,,0.0,Dean's Discretionary Fund
136,84,7,20000.0,2016-05-19,Donation,Wire Transfer,0.0,Library Fund
137,84,8,50000.0,2014-03-02,Pledge,Campaign Pledge,0.0,Faculty Excellence Fund
138,84,9,10000.0,2012-07-06,Donation,Check,0.0,Annual Fund
139,85,1,60000.0,2025-11-06,Donation,GiveCampus,0.0,Scholarship Endowment
140,85,2,30000.0,2018-03-30,Donation,,0.0,Arts & Humanities
141,85,3,25000.0,2017-10-06,Pledge,,0.0,Capital Campaign
142,86,1,340000.0,2014-09-16,Pledge,Multi-year Pledge,0.0,Arts & Humanities
143,86,2,110000.0,2014-05-26,Donation,Check,0.0,Capital Campaign
144,86,3,290000.0,2012-11-14,Donation,,0.0,Athletics Fund
145,86,4,370000.0,2011-11-04,Donation,GiveCampus,0.0,Capital Campaign
146,87,1,40000.0,2022-02-19,Donation,,0.0,Faculty Excellence Fund
147,87,2,130000.0,2021-03-03,Pledge,Campaign Pledge,0.0,Unrestricted Endowment
148,87,3,180000.0,2020-01-23,Pledge,Campaign Pledge,0.0,Capital Campaign
149,88,1,70000.0,2022-07-17,Donation,Wire Transfer,0.0,Dean's Discretionary Fund
150,88,2,60000.0,2021-01-03,Donation,,0.0,Capital Campaign
151,88,3,60000.0,2016-10-24,Donation,Wire Transfer,0.0,Arts & Humanities
152,93,1,360000.0,2025-11-04,Donation,GiveCampus,0.0,Capital Campaign
153,93,2,200000.0,2014-10-18,Donation,,0.0,Faculty Excellence Fund
154,95,1,50000.0,2022-05-19,Pledge,,0.0,Unrestricted Endowment
155,95,2,8000.0,2020-10-17,Donation,GiveCampus,0.0,Capital Campaign
156,95,3,35000.0,2020-01-17,Donation,GiveCampus,0.0,Unrestricted Endowment
157,95,4,45000.0,2016-02-08,Pledge,Campaign Pledge,0.0,Research Initiative
158,95,5,40000.0,2015-12-08,Pledge,Campaign Pledge,0.0,Student Life
159,102,1,160000.0,2025-06-28,Donation,,0.0,Scholarship Endowment
160,102,2,180000.0,2024-08-29,Donation,GiveCampus,0.0,Athletics Fund
161,102,3,140000.0,2023-06-23,Donation,,0.0,Annual Fund
162,102,4,320000.0,2021-09-01,Donation,,0.0,Library Fund
163,102,5,320000.0,2015-02-06,Pledge,Campaign Pledge,0.0,Capital Campaign
164,103,1,35000.0,2025-12-09,Donation,Check,0.0,Library Fund
165,103,2,20000.0,2023-02-12,Donation,,0.0,Research Initiative
166,103,3,20000.0,2021-03-19,Pledge,,0.0,Unrestricted Endowment
167,103,4,25000.0,2020-10-28,Pledge,,0.0,Arts & Humanities
168,103,5,30000.0,2017-06-02,Donation,Check,0.0,Research Initiative
169,103,6,25000.0,2016-06-17,Donation,Wire Transfer,0.0,Student Life
170,104,1,290000.0,2026-01-22,Donation,,0.0,Annual Fund
171,104,2,110000.0,2024-10-14,Donation,Wire Transfer,0.0,Arts & Humanities
172,104,3,180000.0,2024-01-14,Donation,Wire Transfer,0.0,Library Fund
173,104,4,150000.0,2022-08-02,Donation,,0.0,Annual Fund
174,104,5,240000.0,2021-12-20,Pledge,Multi-year Pledge,0.0,Library Fund
175,104,6,220000.0,2019-05-07,Donation,Check,0.0,Student Life
176,104,7,240000.0,2018-11-15,Pledge,,0.0,Capital Campaign
177,104,8,170000.0,2018-05-27,Pledge,Campaign Pledge,0.0,Dean's Discretionary Fund
178,104,9,300000.0,2014-12-10,Donation,,0.0,Capital Campaign
179,105,1,130000.0,2024-03-20,Donation,,0.0,Annual Fund
180,106,1,240000.0,2023-04-29,Donation,GiveCampus,0.0,Capital Campaign
181,107,1,60000.0,2026-04-18,Pledge,,59000.0,Unrestricted Endowment
182,107,2,10000.0,2025-06-20,Donation,GiveCampus,0.0,Arts & Humanities
183,107,3,70000.0,2024-10-27,Donation,GiveCampus,0.0,Athletics Fund
184,107,4,45000.0,2022-08-23,Donation,Check,0.0,Arts & Humanities
185,107,5,30000.0,2021-08-01,Donation,,0.0,Unrestricted Endowment
186,107,6,60000.0,2020-05-08,Donation,Wire Transfer,0.0,Unrestricted Endowment
187,108,1,30000.0,2025-10-22,Donation,Wire Transfer,0.0,Athletics Fund
188,108,2,60000.0,2021-03-26,Donation,GiveCampus,0.0,Annual Fund
189,108,3,25000.0,2020-10-21,Pledge,Multi-year Pledge,0.0,Scholarship Endowment
190,108,4,45000.0,2016-07-29,Pledge,,0.0,Faculty Excellence Fund
191,112,1,25000.0,2017-05-04,Donation,,0.0,Global Initiatives
192,112,2,190000.0,2016-11-26,Donation,,0.0,Arts & Humanities
193,112,3,20000.0,2013-08-07,Pledge,Multi-year Pledge,0.0,Research Initiative
194,113,1,20000.0,2025-08-15,Donation,GiveCampus,0.0,Research Initiative
195,113,2,35000.0,2018-10-27,Donation,,0.0,Athletics Fund
196,113,3,60000.0,2017-12-31,Donation,,0.0,Capital Campaign
197,117,1,35000.0,2026-02-12,Donation,,0.0,Dean's Discretionary Fund
198,121,1,120000.0,2018-04-18,Donation,,0.0,Athletics Fund
199,121,2,80000.0,2018-01-30,Donation,Wire Transfer,0.0,Scholarship Endowment
200,123,1,40000.0,2022-06-30,Pledge,Multi-year Pledge,0.0,Global Initiatives
201,123,2,60000.0,2017-07-17,Donation,,0.0,Global Initiatives
202,125,1,40000.0,2022-10-11,Pledge,Multi-year Pledge,0.0,Global Initiatives
203,125,2,25000.0,2011-11-16,Donation,GiveCampus,0.0,Arts & Humanities
204,127,1,60000.0,2019-09-21,Donation,GiveCampus,0.0,Faculty Excellence Fund
205,127,2,60000.0,2019-06-08,Pledge,Campaign Pledge,0.0,Arts & Humanities
206,127,3,35000.0,2018-04-06,Donation,Check,0.0,Capital Campaign
207,127,4,9000.0,2014-11-23,Donation,,0.0,Capital Campaign
208,128,1,25000.0,2023-06-24,Donation,,0.0,Dean's Discretionary Fund
209,129,1,280000.0,2023-07-23,Donation,Check,0.0,Global Initiatives
210,129,2,290000.0,2017-02-11,Donation,GiveCampus,0.0,Unrestricted Endowment
211,129,3,80000.0,2016-07-17,Donation,,0.0,Arts & Humanities
212,129,4,35000.0,2015-07-04,Donation,,0.0,Research Initiative
213,129,5,210000.0,2011-11-09,Donation,Check,0.0,Research Initiative
214,130,1,45000.0,2023-04-30,Pledge,,0.0,Athletics Fund
215,130,2,100000.0,2019-04-01,Donation,,0.0,Capital Campaign
216,130,3,35000.0,2018-12-22,Donation,Wire Transfer,0.0,Global Initiatives
217,130,4,60000.0,2016-11-01,Donation,,0.0,Dean's Discretionary Fund
218,130,5,15000.0,2016-03-22,Donation,,0.0,Unrestricted Endowment
219,130,6,80000.0,2013-08-07,Donation,Wire Transfer,0.0,Arts & Humanities
220,130,7,30000.0,2011-07-17,Donation,Wire Transfer,0.0,Faculty Excellence Fund
221,131,1,360000.0,2020-03-04,Donation,Wire Transfer,0.0,Global Initiatives
222,131,2,100000.0,2014-12-25,Pledge,Campaign Pledge,0.0,Annual Fund
223,131,3,290000.0,2011-07-15,Donation,Wire Transfer,0.0,Athletics Fund
224,132,1,50000.0,2025-11-27,Donation,,0.0,Library Fund
225,132,2,35000.0,2025-04-23,Pledge,Campaign Pledge,28000.0,Global Initiatives
226,132,3,25000.0,2019-12-05,Donation,Wire Transfer,0.0,Faculty Excellence Fund
227,132,4,25000.0,2018-11-06,Donation,Check,0.0,Annual Fund
228,135,1,110000.0,2026-03-18,Donation,GiveCampus,0.0,Faculty Excellence Fund
229,135,2,190000.0,2020-05-10,Donation,,0.0,Athletics Fund
230,135,3,360000.0,2014-05-28,Donation,GiveCampus,0.0,Annual Fund
231,136,1,20000.0,2025-02-27,Pledge,Multi-year Pledge,14000.0,Scholarship Endowment
232,136,2,70000.0,2019-06-10,Pledge,Multi-year Pledge,0.0,Student Life
233,136,3,15000.0,2015-03-03,Pledge,Campaign Pledge,0.0,Faculty Excellence Fund
234,136,4,35000.0,2012-11-04,Donation,,0.0,Unrestricted Endowment
235,136,5,40000.0,2011-12-14,Donation,,0.0,Capital Campaign
236,136,6,60000.0,2011-06-07,Pledge,,0.0,Unrestricted Endowment
237,137,1,50000.0,2022-09-05,Pledge,,0.0,Arts & Humanities
238,137,2,190000.0,2016-12-26,Donation,,0.0,Student Life
239,139,1,25000.0,2026-03-26,Pledge,Multi-year Pledge,24000.0,Capital Campaign
240,139,2,100000.0,2023-08-02,Donation,,0.0,Student Life
241,139,3,160000.0,2022-10-26,Pledge,Multi-year Pledge,0.0,Student Life
242,140,1,80000.0,2020-01-25,Pledge,,0.0,Arts & Humanities
243,140,2,160000.0,2012-07-12,Donation,Wire Transfer,0.0,Athletics Fund
244,145,1,330000.0,2023-01-14,Donation,Wire Transfer,0.0,Faculty Excellence Fund
245,145,2,370000.0,2022-09-01,Donation,Check,0.0,Arts & Humanities
246,145,3,350000.0,2018-08-20,Donation,GiveCampus,0.0,Scholarship Endowment
247,149,1,150000.0,2015-06-19,Pledge,,0.0,Dean's Discretionary Fund
248,149,2,130000.0,2012-01-04,Donation,GiveCampus,0.0,Student Life
249,151,1,160000.0,2025-06-28,Donation,Check,0.0,Arts & Humanities
250,151,2,180000.0,2025-05-14,Donation,,0.0,Arts & Humanities
251,151,3,60000.0,2022-02-02,Pledge,,0.0,Global Initiatives
252,151,4,310000.0,2021-11-03,Donation,Wire Transfer,0.0,Capital Campaign
253,151,5,230000.0,2018-01-13,Donation,Wire Transfer,0.0,Dean's Discretionary Fund
254,151,6,70000.0,2016-02-24,Pledge,,0.0,Unrestricted Endowment
255,152,1,10000.0,2019-09-23,Donation,,0.0,Unrestricted Endowment
256,152,2,15000.0,2016-10-05,Pledge,Multi-year Pledge,0.0,Research Initiative
257,152,3,25000.0,2014-04-06,Pledge,Multi-year Pledge,0.0,Scholarship Endowment
258,154,1,35000.0,2019-05-23,Pledge,,0.0,Athletics Fund
259,155,1,10000.0,2024-03-21,Donation,,0.0,Arts & Humanities
260,155,2,15000.0,2024-01-23,Donation,Wire Transfer,0.0,Faculty Excellence Fund
261,155,3,10000.0,2023-03-24,Donation,,0.0,Athletics Fund
262,155,4,60000.0,2014-07-14,Donation,Wire Transfer,0.0,Scholarship Endowment
263,155,5,45000.0,2012-11-10,Pledge,Campaign Pledge,0.0,Dean's Discretionary Fund
264,155,6,70000.0,2012-10-13,Donation,Check,0.0,Athletics Fund
265,156,1,30000.0,2025-05-24,Donation,Check,0.0,Annual Fund
266,156,2,10000.0,2019-04-24,Donation,Wire Transfer,0.0,Annual Fund
267,156,3,40000.0,2016-11-18,Donation,GiveCampus,0.0,Arts & Humanities
268,157,1,190000.0,2020-05-18,Donation,,0.0,Scholarship Endowment
269,158,1,400000.0,2023-12-24,Pledge,,163000.0,Capital Campaign
270,158,2,670000.0,2013-07-18,Pledge,Campaign Pledge,0.0,Student Life
271,158,3,360000.0,2012-02-28,Donation,Check,0.0,Student Life
272,158,4,480000.0,2011-10-06,Pledge,Campaign Pledge,0.0,Faculty Excellence Fund
273,159,1,140000.0,2024-12-22,Donation,,0.0,Student Life
274,159,2,35000.0,2016-09-01,Donation,Wire Transfer,0.0,Research Initiative
275,161,1,25000.0,2023-07-06,Pledge,,9000.0,Scholarship Endowment
276,161,2,20000.0,2012-06-25,Donation,,0.0,Dean's Discretionary Fund
277,162,1,8000.0,2023-08-14,Donation,,0.0,Dean's Discretionary Fund
278,162,2,10000.0,2020-09-22,Donation,GiveCampus,0.0,Capital Campaign
279,162,3,25000.0,2013-04-17,Pledge,,0.0,Global Initiatives
280,162,4,20000.0,2011-12-08,Donation,,0.0,Dean's Discretionary Fund
281,164,1,700000.0,2023-01-26,Pledge,Multi-year Pledge,0.0,Research Initiative
282,164,2,440000.0,2023-01-04,Donation,,0.0,Library Fund
283,164,3,690000.0,2011-10-10,Donation,,0.0,Faculty Excellence Fund
284,166,1,190000.0,2020-11-11,Donation,GiveCampus,0.0,Annual Fund
285,166,2,90000.0,2011-06-15,Donation,,0.0,Annual Fund
286,167,1,20000.0,2016-01-07,Donation,,0.0,Athletics Fund
287,168,1,80000.0,2025-12-31,Donation,Check,0.0,Faculty Excellence Fund
288,168,2,140000.0,2024-11-04,Donation,,0.0,Library Fund
289,168,3,60000.0,2022-05-03,Pledge,Multi-year Pledge,0.0,Faculty Excellence Fund
290,168,4,35000.0,2016-09-30,Donation,,0.0,Unrestricted Endowment
291,168,5,50000.0,2015-09-11,Donation,Wire Transfer,0.0,Student Life
292,168,6,35000.0,2014-06-06,Donation,,0.0,Dean's Discretionary Fund
293,169,1,220000.0,2024-02-03,Pledge,Multi-year Pledge,138000.0,Annual Fund
294,169,2,380000.0,2020-03-18,Donation,,0.0,Faculty Excellence Fund
295,171,1,240000.0,2013-11-02,Pledge,Campaign Pledge,0.0,Capital Campaign
296,172,1,30000.0,2026-03-26,Donation,GiveCampus,0.0,Faculty Excellence Fund
297,172,2,60000.0,2025-11-13,Donation,Check,0.0,Research Initiative
298,172,3,60000.0,2022-12-18,Donation,Wire Transfer,0.0,Faculty Excellence Fund
299,172,4,50000.0,2018-12-19,Donation,Wire Transfer,0.0,Global Initiatives
300,172,5,10000.0,2013-11-19,Donation,GiveCampus,0.0,Global Initiatives
301,174,1,45000.0,2021-03-15,Donation,Check,0.0,Scholarship Endowment
302,174,2,70000.0,2020-11-24,Donation,,0.0,Research Initiative
303,174,3,20000.0,2018-10-30,Pledge,Multi-year Pledge,0.0,Student Life
304,174,4,10000.0,2018-04-21,Pledge,Campaign Pledge,0.0,Student Life
305,174,5,15000.0,2015-09-26,Donation,Check,0.0,Faculty Excellence Fund
306,174,6,10000.0,2015-04-01,Donation,,0.0,Annual Fund
307,174,7,35000.0,2014-05-13,Pledge,Multi-year Pledge,0.0,Unrestricted Endowment
308,176,1,20000.0,2024-03-18,Donation,,0.0,Scholarship Endowment
309,179,1,60000.0,2025-04-26,Donation,,0.0,Unrestricted Endowment
310,181,1,45000.0,2024-01-24,Donation,Wire Transfer,0.0,Athletics Fund
311,181,2,50000.0,2021-06-15,Donation,,0.0,Library Fund
312,181,3,15000.0,2018-11-21,Donation,Check,0.0,Scholarship Endowment
313,181,4,45000.0,2017-01-26,Pledge,Campaign Pledge,0.0,Athletics Fund
314,182,1,60000.0,2021-01-20,Pledge,,0.0,Faculty Excellence Fund
315,183,1,510000.0,2024-12-07,Donation,,0.0,Scholarship Endowment
316,183,2,590000.0,2015-12-21,Pledge,Multi-year Pledge,0.0,Unrestricted Endowment
317,183,3,620000.0,2011-06-20,Pledge,Campaign Pledge,0.0,Research Initiative
318,185,1,30000.0,2017-10-29,Donation,Wire Transfer,0.0,Capital Campaign
319,185,2,70000.0,2015-09-07,Donation,,0.0,Scholarship Endowment
320,187,1,110000.0,2016-12-30,Donation,,0.0,Athletics Fund
321,188,1,35000.0,2022-10-11,Donation,,0.0,Global Initiatives
322,188,2,35000.0,2018-11-27,Pledge,Multi-year Pledge,0.0,Athletics Fund
323,188,3,70000.0,2016-02-23,Donation,,0.0,Faculty Excellence Fund
324,188,4,30000.0,2014-05-27,Donation,Wire Transfer,0.0,Library Fund
325,188,5,70000.0,2014-05-10,Pledge,,0.0,Dean's Discretionary Fund
326,188,6,9000.0,2013-08-01,Donation,Check,0.0,Dean's Discretionary Fund
327,188,7,70000.0,2013-03-04,Donation,Wire Transfer,0.0,Library Fund
328,188,8,50000.0,2013-01-13,Donation,Check,0.0,Dean's Discretionary Fund
329,188,9,9000.0,2012-12-23,Pledge,,0.0,Student Life
330,188,10,60000.0,2011-06-30,Pledge,,0.0,Annual Fund
331,190,1,60000.0,2020-11-21,Donation,Wire Transfer,0.0,Student Life
332,191,1,440000.0,2018-11-10,Donation,GiveCampus,0.0,Library Fund
333,191,2,490000.0,2013-12-30,Pledge,,0.0,Dean's Discretionary Fund
334,192,1,45000.0,2024-09-14,Pledge,Multi-year Pledge,26000.0,Library Fund
335,192,2,25000.0,2022-12-29,Donation,,0.0,Annual Fund
336,192,3,6000.0,2016-11-02,Donation,,0.0,Unrestricted Endowment
337,192,4,70000.0,2016-05-21,Donation,Check,0.0,Annual Fund
338,192,5,15000.0,2012-04-17,Donation,Check,0.0,Unrestricted Endowment
339,194,1,1600000.0,2024-02-08,Donation,Check,0.0,Global Initiatives
340,194,2,380000.0,2016-06-17,Donation,,0.0,Arts & Humanities
341,194,3,320000.0,2015-07-11,Donation,Wire Transfer,0.0,Unrestricted Endowment
342,194,4,660000.0,2014-03-21,Donation,,0.0,Scholarship Endowment
343,194,5,380000.0,2011-10-14,Donation,Check,0.0,Global Initiatives
344,196,1,60000.0,2024-08-03,Donation,,0.0,Research Initiative
345,196,2,40000.0,2022-12-06,Donation,GiveCampus,0.0,Annual Fund
346,196,3,8000.0,2022-05-14,Donation,Check,0.0,Athletics Fund
347,196,4,30000.0,2019-10-29,Pledge,Campaign Pledge,0.0,Arts & Humanities
348,197,1,20000.0,2022-12-11,Donation,,0.0,Athletics Fund
349,197,2,70000.0,2020-02-20,Donation,,0.0,Unrestricted Endowment
350,197,3,25000.0,2017-11-01,Donation,,0.0,Global Initiatives
